experience_id,employee_id,agency_name,agency_name_normalized,project_name,project_role,discipline,project_type,location_state,year_start,year_end,is_recent_5yr,is_lead_role,contract_value_musd,evidence_quote,source_file_path,last_verified,verified_by,status,notes
EXP-00589,EMP-0105,Port Authority,Port Authority,,Project Manager,CM/CI,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Mr. Angulo has more than 25 years of experience, including Senior Inspector Resident Engineer and Office Engineer in construction inspection, field inspection, and office engineer",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Angulo resume.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00590,EMP-0106,MTA,MTA,,,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Twin Peaks Inc. - Long Island City, NY - Special Inspection - Perform various inspections on different buildings. Energy inspections. Various special inspections. Asphalt Batch Pl",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_Kakhaber Tedoradze_KSE.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00591,EMP-0106,PANYNJ,PANYNJ,,,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Twin Peaks Inc. - Long Island City, NY - Special Inspection - Perform various inspections on different buildings. Energy inspections. Various special inspections. Asphalt Batch Pl",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_Kakhaber Tedoradze_KSE.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00592,EMP-0106,PANYNJ,PANYNJ,,,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Twin Peaks Inc. - Long Island City, NY - Special Inspection - Perform various inspections on different buildings. Energy inspections. Various special inspections. Asphalt Batch Pl",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_Kakhaber Tedoradze_KSE.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00593,EMP-0106,Port Authority,Port Authority,,,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Twin Peaks Inc. - Long Island City, NY - Special Inspection - Perform various inspections on different buildings. Energy inspections. Various special inspections. Asphalt Batch Pl",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_Kakhaber Tedoradze_KSE.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00594,EMP-0107,MTA,MTA,,Bridge Engineer,civil,,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Special Inspection Services for The New Terminal One at John F. Kennedy International Airport, Queens, NY - Special Inspector. ","C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Ojewumi, O.docx",2025-08-15,AutoSeed,Needs Review,
EXP-00595,EMP-0107,PANYNJ,PANYNJ,,Bridge Engineer,civil,,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Special Inspection Services for The New Terminal One at John F. Kennedy International Airport, Queens, NY - Special Inspector. ","C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Ojewumi, O.docx",2025-08-15,AutoSeed,Needs Review,
EXP-00596,EMP-0107,PANYNJ,PANYNJ,,Bridge Engineer,civil,,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Special Inspection Services for The New Terminal One at John F. Kennedy International Airport, Queens, NY - Special Inspector. ","C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Ojewumi, O.docx",2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00597,EMP-0107,Port Authority,Port Authority,,Bridge Engineer,civil,,NJ,,,Unknown,Unknown,,"[experience_summary] Port Authority of New York and New Jersey (PANYNJ), Special Inspection Services for The New Terminal One at John F. Kennedy International Airport, Queens, NY - Special Inspector. ","C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Ojewumi, O.docx",2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00598,EMP-0108,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] City of Puerto Plata Department of Engineering, Residential High Tower II, III, IV, and V, Puerto Plata, The Dominican Republic - Resident Engineer. Monitored residences within th",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\PenaJose_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00599,EMP-0108,MTA,MTA,,Resident Engineer,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] City of Puerto Plata Department of Engineering, Residential High Tower II, III, IV, and V, Puerto Plata, The Dominican Republic - Resident Engineer. Monitored residences within th",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\PenaJose_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00600,EMP-0108,PANYNJ,PANYNJ,,Resident Engineer,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] City of Puerto Plata Department of Engineering, Residential High Tower II, III, IV, and V, Puerto Plata, The Dominican Republic - Resident Engineer. Monitored residences within th",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\PenaJose_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00601,EMP-0108,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] City of Puerto Plata Department of Engineering, Residential High Tower II, III, IV, and V, Puerto Plata, The Dominican Republic - Resident Engineer. Monitored residences within th",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\PenaJose_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00602,EMP-0108,PANYNJ,PANYNJ,,Resident Engineer,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] City of Puerto Plata Department of Engineering, Residential High Tower II, III, IV, and V, Puerto Plata, The Dominican Republic - Resident Engineer. Monitored residences within th",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\PenaJose_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00603,EMP-0108,Port Authority,Port Authority,,Resident Engineer,civil,QA/QC,DE,,,Unknown,Unknown,,"[experience_summary] City of Puerto Plata Department of Engineering, Residential High Tower II, III, IV, and V, Puerto Plata, The Dominican Republic - Resident Engineer. Monitored residences within th",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\PenaJose_Resume_KSE Format.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00604,EMP-0114,County/Municipal DOT,County/Municipal DOT,,,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Con Edison, Microtunnelling 36” Gas Main Installation at Nobel Avenue, The Bronx, NY: Civil Engineer involved for this project which will construct a 36” gas main under the Cross ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master JeffyC.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00605,EMP-0114,MTA,MTA,,,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Con Edison, Microtunnelling 36” Gas Main Installation at Nobel Avenue, The Bronx, NY: Civil Engineer involved for this project which will construct a 36” gas main under the Cross ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master JeffyC.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00606,EMP-0114,NYCDOT,NYCDOT,,,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Con Edison, Microtunnelling 36” Gas Main Installation at Nobel Avenue, The Bronx, NY: Civil Engineer involved for this project which will construct a 36” gas main under the Cross ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master JeffyC.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00607,EMP-0114,County/Municipal DOT,County/Municipal DOT,,,civil,drainage,NJ,,,Unknown,Unknown,,"[experience_summary] Con Edison, Microtunnelling 36” Gas Main Installation at Nobel Avenue, The Bronx, NY: Civil Engineer involved for this project which will construct a 36” gas main under the Cross ",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master JeffyC.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00608,EMP-0115,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] Mr. Syed is a licensed professional engineer and an OSHA authorized construction trainer. He has more than 35 years of experience in engineering design, inspection, construction m",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Junaid Syed QCE (PA & NYS Format).docx,2025-08-15,AutoSeed,Needs Review,
EXP-00609,EMP-0115,NJDOT,NJDOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] Mr. Syed is a licensed professional engineer and an OSHA authorized construction trainer. He has more than 35 years of experience in engineering design, inspection, construction m",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Junaid Syed QCE (PA & NYS Format).docx,2025-08-15,AutoSeed,Needs Review,
EXP-00610,EMP-0115,NYCDOT,NYCDOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] Mr. Syed is a licensed professional engineer and an OSHA authorized construction trainer. He has more than 35 years of experience in engineering design, inspection, construction m",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Junaid Syed QCE (PA & NYS Format).docx,2025-08-15,AutoSeed,Needs Review,
EXP-00611,EMP-0115,NYSDOT,NYSDOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] Mr. Syed is a licensed professional engineer and an OSHA authorized construction trainer. He has more than 35 years of experience in engineering design, inspection, construction m",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Junaid Syed QCE (PA & NYS Format).docx,2025-08-15,AutoSeed,Needs Review,
EXP-00612,EMP-0115,PANYNJ,PANYNJ,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] Mr. Syed is a licensed professional engineer and an OSHA authorized construction trainer. He has more than 35 years of experience in engineering design, inspection, construction m",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Junaid Syed QCE (PA & NYS Format).docx,2025-08-15,AutoSeed,Needs Review,
EXP-00613,EMP-0115,County/Municipal DOT,County/Municipal DOT,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] Mr. Syed is a licensed professional engineer and an OSHA authorized construction trainer. He has more than 35 years of experience in engineering design, inspection, construction m",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Junaid Syed QCE (PA & NYS Format).docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00614,EMP-0115,PANYNJ,PANYNJ,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] Mr. Syed is a licensed professional engineer and an OSHA authorized construction trainer. He has more than 35 years of experience in engineering design, inspection, construction m",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Junaid Syed QCE (PA & NYS Format).docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00615,EMP-0115,Port Authority,Port Authority,,Project Manager,CM/CI,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] Mr. Syed is a licensed professional engineer and an OSHA authorized construction trainer. He has more than 35 years of experience in engineering design, inspection, construction m",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Junaid Syed QCE (PA & NYS Format).docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00616,EMP-0116,MTA,MTA,,,civil,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] CM007, East Side Access - Special Inspector - Special Inspector on Conducted field structural welding inspection in reference to approved WPS and drawing. Conducted structural ste",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_Justice Abada - KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00617,EMP-0116,NYCDDC,NYCDDC,,,civil,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] CM007, East Side Access - Special Inspector - Special Inspector on Conducted field structural welding inspection in reference to approved WPS and drawing. Conducted structural ste",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_Justice Abada - KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00618,EMP-0116,PANYNJ,PANYNJ,,,civil,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] CM007, East Side Access - Special Inspector - Special Inspector on Conducted field structural welding inspection in reference to approved WPS and drawing. Conducted structural ste",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_Justice Abada - KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00619,EMP-0116,PANYNJ,PANYNJ,,,civil,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] CM007, East Side Access - Special Inspector - Special Inspector on Conducted field structural welding inspection in reference to approved WPS and drawing. Conducted structural ste",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_Justice Abada - KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00620,EMP-0116,Port Authority,Port Authority,,,civil,QA/QC,NJ,,,Unknown,Unknown,,"[experience_summary] CM007, East Side Access - Special Inspector - Special Inspector on Conducted field structural welding inspection in reference to approved WPS and drawing. Conducted structural ste",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master_Justice Abada - KSE Resume.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00621,EMP-0121,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,CM/CI,QA/QC,NY,,,Unknown,Unknown,,"[experience_summary] NYCDDC, BB05-02A, Construction of 337 Bioswales and Infiltration Basins at Various Locations in Jackson Heights and East Elmhurst Area, Queens, NY - Construction Inspector on this",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master KaratelaM.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00622,EMP-0121,NYCDDC,NYCDDC,,Resident Engineer,CM/CI,QA/QC,NY,,,Unknown,Unknown,,"[experience_summary] NYCDDC, BB05-02A, Construction of 337 Bioswales and Infiltration Basins at Various Locations in Jackson Heights and East Elmhurst Area, Queens, NY - Construction Inspector on this",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master KaratelaM.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00623,EMP-0121,NYSDOT,NYSDOT,,Resident Engineer,CM/CI,QA/QC,NY,,,Unknown,Unknown,,"[experience_summary] NYCDDC, BB05-02A, Construction of 337 Bioswales and Infiltration Basins at Various Locations in Jackson Heights and East Elmhurst Area, Queens, NY - Construction Inspector on this",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master KaratelaM.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00624,EMP-0121,County/Municipal DOT,County/Municipal DOT,,Resident Engineer,CM/CI,QA/QC,NY,,,Unknown,Unknown,,"[experience_summary] NYCDDC, BB05-02A, Construction of 337 Bioswales and Infiltration Basins at Various Locations in Jackson Heights and East Elmhurst Area, Queens, NY - Construction Inspector on this",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master KaratelaM.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00625,EMP-0122,County/Municipal DOT,County/Municipal DOT,,Bridge Engineer,civil,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Somerset County – Douglas Road Bridge – Far Hills, New Jersey – Project Engineer. Mr. Khan coordinated with the driller and the county to accomplish the daily field activities. In",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Khan Uneeq - 20250103.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00626,EMP-0122,MTA,MTA,,Bridge Engineer,civil,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Somerset County – Douglas Road Bridge – Far Hills, New Jersey – Project Engineer. Mr. Khan coordinated with the driller and the county to accomplish the daily field activities. In",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Khan Uneeq - 20250103.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00627,EMP-0122,NYCDDC,NYCDDC,,Bridge Engineer,civil,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Somerset County – Douglas Road Bridge – Far Hills, New Jersey – Project Engineer. Mr. Khan coordinated with the driller and the county to accomplish the daily field activities. In",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Khan Uneeq - 20250103.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00628,EMP-0122,NYSDOT,NYSDOT,,Bridge Engineer,civil,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Somerset County – Douglas Road Bridge – Far Hills, New Jersey – Project Engineer. Mr. Khan coordinated with the driller and the county to accomplish the daily field activities. In",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Khan Uneeq - 20250103.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00629,EMP-0122,PANYNJ,PANYNJ,,Bridge Engineer,civil,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Somerset County – Douglas Road Bridge – Far Hills, New Jersey – Project Engineer. Mr. Khan coordinated with the driller and the county to accomplish the daily field activities. In",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Khan Uneeq - 20250103.docx,2025-08-15,AutoSeed,Needs Review,
EXP-00630,EMP-0122,County/Municipal DOT,County/Municipal DOT,,Bridge Engineer,civil,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Somerset County – Douglas Road Bridge – Far Hills, New Jersey – Project Engineer. Mr. Khan coordinated with the driller and the county to accomplish the daily field activities. In",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Khan Uneeq - 20250103.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00631,EMP-0122,PANYNJ,PANYNJ,,Bridge Engineer,civil,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Somerset County – Douglas Road Bridge – Far Hills, New Jersey – Project Engineer. Mr. Khan coordinated with the driller and the county to accomplish the daily field activities. In",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Khan Uneeq - 20250103.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
EXP-00632,EMP-0122,Port Authority,Port Authority,,Bridge Engineer,civil,ITS,CT,,,Unknown,Unknown,,"[experience_summary] Somerset County – Douglas Road Bridge – Far Hills, New Jersey – Project Engineer. Mr. Khan coordinated with the driller and the county to accomplish the daily field activities. In",C:\Users\KSE\Desktop\TalentBridge\Resume 08152025\Master Khan Uneeq - 20250103.docx,2025-08-15,AutoSeed,Needs Review,Helper synonym only
